DayOfWeek,Month,Year,store_id,product_id,customer_id,status,campaign_id,payment_method,sale_amount_sum,sale_amount_mean,discount_percentage_mean,discount_percentage_max,discount_percentage_min,points_mean,transaction_ids
Monday,6.0,2021.0,404,2089,1023,Gold,0,Credit Card,413.52,413.52,25.47,25.47,25.47,6996.0,[1417]
Monday,7.0,2021.0,401,2088,1185,Gold,3,Cash,2128.05,2128.05,4.63,4.63,4.63,7334.0,[375]
Monday,7.0,2021.0,402,2017,1185,Gold,0,Credit Card,1854.8,1854.8,13.21,13.21,13.21,7334.0,[1790]
Monday,7.0,2021.0,402,2071,1185,Gold,2,Cash,984.26,984.26,19.31,19.31,19.31,7334.0,[845]
Monday,7.0,2021.0,403,2004,1185,Gold,0,Mobile Payment,2781.75,2781.75,3.36,3.36,3.36,7334.0,[1249]
Monday,7.0,2021.0,403,2036,1185,Gold,1,Cash,980.91,980.91,6.78,6.78,6.78,7334.0,[1501]
Monday,7.0,2021.0,403,2075,1185,Gold,0,Credit Card,0.0,0.0,9.92,9.92,9.92,7334.0,[40]
Monday,7.0,2021.0,404,2002,1185,Gold,2,Gift Card,692.8,692.8,29.86,29.86,29.86,7334.0,[436]
Monday,7.0,2021.0,404,2029,1185,Gold,1,Gift Card,12.16,12.16,2.93,2.93,2.93,7334.0,[1237]
Monday,7.0,2021.0,404,2038,1185,Gold,1,Gift Card,1667.72,1667.72,3.11,3.11,3.11,7334.0,[94]
Monday,7.0,2023.0,401,2021,1109,Silver,2,Cash,668.33,668.33,23.18,23.18,23.18,2967.0,[1013]
Monday,7.0,2023.0,401,2034,1109,Silver,2,Mobile Payment,326.81,326.81,24.95,24.95,24.95,2967.0,[669]
Monday,7.0,2023.0,401,2051,1109,Silver,3,Gift Card,469.28,469.28,9.66,9.66,9.66,2967.0,[1328]
Monday,7.0,2023.0,401,2083,1109,Silver,0,Credit Card,768.16,768.16,11.51,11.51,11.51,2967.0,[629]
Monday,7.0,2023.0,402,2018,1153,Silver,2,Mobile Payment,867.62,867.62,1.86,1.86,1.86,1369.0,[1054]
Monday,7.0,2023.0,402,2040,1109,Silver,1,Mobile Payment,31.09,31.09,4.55,4.55,4.55,2967.0,[643]
Monday,7.0,2023.0,402,2065,1153,Silver,0,Credit Card,470.34,470.34,12.45,12.45,12.45,1369.0,[91]
Monday,7.0,2023.0,402,2096,1153,Silver,2,Cash,1075.49,1075.49,4.83,4.83,4.83,1369.0,[1680]
Monday,7.0,2023.0,403,2011,1109,Silver,3,Cash,1638.96,1638.96,2.21,2.21,2.21,2967.0,[775]
Monday,7.0,2023.0,403,2027,1153,Silver,1,Cash,698.25,698.25,19.74,19.74,19.74,1369.0,[1832]
Monday,7.0,2023.0,403,2051,1153,Silver,1,Mobile Payment,316.76,316.76,22.69,22.69,22.69,1369.0,[837]
Monday,7.0,2023.0,404,2061,1109,Silver,0,Cash,799.68,799.68,9.25,9.25,9.25,2967.0,[861]
Monday,8.0,2020.0,401,2050,1018,Platinum,3,Mobile Payment,0.0,0.0,12.12,12.12,12.12,8311.0,[208]
Monday,8.0,2020.0,401,2082,1018,Platinum,1,Credit Card,0.0,0.0,12.19,12.19,12.19,8311.0,[1454]
Monday,8.0,2020.0,401,2096,1012,Platinum,3,Gift Card,672.18,672.18,2.5,2.5,2.5,8443.0,[1973]
Monday,8.0,2020.0,402,2004,1018,Platinum,3,Mobile Payment,927.25,927.25,0.85,0.85,0.85,8311.0,[1541]
Monday,8.0,2020.0,402,2023,1012,Platinum,0,Gift Card,2818.62,2818.62,21.39,21.39,21.39,8443.0,[1356]
Monday,8.0,2020.0,402,2043,1018,Platinum,3,Credit Card,2620.35,2620.35,24.1,24.1,24.1,8311.0,[766]
Monday,8.0,2020.0,402,2085,1012,Platinum,1,Gift Card,217.94,217.94,9.4,9.4,9.4,8443.0,[397]
Monday,8.0,2020.0,403,2009,1018,Platinum,3,Cash,0.0,0.0,27.0,27.0,27.0,8311.0,[1518]
Monday,8.0,2020.0,403,2082,1012,Platinum,2,Mobile Payment,853.12,853.12,28.07,28.07,28.07,8443.0,[1872]
Monday,8.0,2020.0,404,2029,1018,Platinum,0,Credit Card,27.02,27.02,3.06,3.06,3.06,8311.0,[634]
Monday,8.0,2020.0,404,2030,1018,Platinum,2,Gift Card,135.98,135.98,12.12,12.12,12.12,8311.0,[1574]
Monday,8.0,2020.0,404,2036,1012,Platinum,3,Credit Card,653.94,653.94,28.74,28.74,28.74,8443.0,[357]
Monday,8.0,2020.0,404,2051,1012,Platinum,2,Mobile Payment,93.86,93.86,2.26,2.26,2.26,8443.0,[1825]
Monday,8.0,2020.0,404,2086,1012,Platinum,3,Credit Card,2682.3,2682.3,27.67,27.67,27.67,8443.0,[1266]
Monday,8.0,2022.0,401,2005,1119,Gold,2,Cash,686.05,686.05,16.29,16.29,16.29,4653.0,[1401]
Monday,8.0,2022.0,401,2016,1119,Gold,2,Gift Card,258.42,258.42,2.56,2.56,2.56,4653.0,[1847]
Monday,8.0,2022.0,401,2055,1119,Gold,3,Mobile Payment,269.7,269.7,23.23,23.23,23.23,4653.0,[1888]
Monday,8.0,2022.0,401,2080,1119,Gold,1,Cash,0.0,0.0,8.19,8.19,8.19,4653.0,[1373]
Monday,8.0,2022.0,401,2081,1119,Gold,2,Cash,0.0,0.0,17.47,17.47,17.47,4653.0,[1232]
Monday,8.0,2022.0,401,2083,1119,Gold,0,Gift Card,768.16,768.16,14.6,14.6,14.6,4653.0,[1293]
Monday,8.0,2022.0,401,2084,1119,Gold,3,Credit Card,0.0,0.0,7.7,7.7,7.7,4653.0,[1507]
Monday,8.0,2022.0,402,2014,1119,Gold,3,Mobile Payment,1231.5,1231.5,24.04,24.04,24.04,4653.0,[1713]
Monday,8.0,2022.0,402,2033,1119,Gold,2,Mobile Payment,1338.0,1338.0,13.32,13.32,13.32,4653.0,[783]
Monday,8.0,2022.0,403,2055,1119,Gold,2,Mobile Payment,731.26,731.26,22.68,22.68,22.68,4653.0,[21]
Monday,8.0,2022.0,403,2087,1119,Gold,1,Mobile Payment,0.0,0.0,12.71,12.71,12.71,4653.0,[329]
Monday,8.0,2022.0,403,2089,1119,Gold,2,Gift Card,661.63,661.63,11.31,11.31,11.31,4653.0,[10]
Monday,8.0,2022.0,404,2040,1119,Gold,0,Mobile Payment,69.08,69.08,17.32,17.32,17.32,4653.0,[702]
Monday,8.0,2023.0,401,2009,1073,Silver,3,Gift Card,66.31,66.31,4.19,4.19,4.19,1537.0,[228]
Monday,8.0,2023.0,401,2010,1147,Silver,1,Gift Card,70.06,70.06,17.81,17.81,17.81,2525.0,[1817]
Monday,8.0,2023.0,401,2033,1073,Silver,2,Credit Card,1338.0,1338.0,27.61,27.61,27.61,1537.0,[1764]
Monday,8.0,2023.0,401,2060,1073,Silver,3,Credit Card,0.0,0.0,6.57,6.57,6.57,1537.0,[1171]
Monday,8.0,2023.0,401,2062,1073,Silver,1,Credit Card,1114.85,1114.85,18.12,18.12,18.12,1537.0,[1474]
Monday,8.0,2023.0,401,2068,1073,Silver,0,Credit Card,2460.72,2460.72,13.67,13.67,13.67,1537.0,[358]
Monday,8.0,2023.0,401,2080,1147,Silver,1,Mobile Payment,0.0,0.0,1.68,1.68,1.68,2525.0,[49]
Monday,8.0,2023.0,402,2005,1147,Silver,3,Cash,0.0,0.0,18.04,18.04,18.04,2525.0,[70]
Monday,8.0,2023.0,402,2070,1147,Silver,0,Credit Card,34.18,34.18,1.54,1.54,1.54,2525.0,[1588]
Monday,8.0,2023.0,402,2080,1073,Silver,0,Mobile Payment,3329.04,3329.04,2.8,2.8,2.8,1537.0,[1349]
Monday,8.0,2023.0,402,2082,1073,Silver,2,Mobile Payment,213.28,213.28,12.49,12.49,12.49,1537.0,[1779]
Monday,8.0,2023.0,402,2083,1147,Silver,1,Mobile Payment,691.34,691.34,16.74,16.74,16.74,2525.0,[763]
Monday,8.0,2023.0,402,2092,1073,Silver,3,Gift Card,482.21,482.21,9.7,9.7,9.7,1537.0,[1924]
Monday,8.0,2023.0,402,2099,1073,Silver,2,Credit Card,0.0,0.0,21.2,21.2,21.2,1537.0,[127]
Monday,8.0,2023.0,403,2007,1147,Silver,3,Mobile Payment,0.0,0.0,20.29,20.29,20.29,2525.0,[1959]
Monday,8.0,2023.0,403,2049,1147,Silver,1,Gift Card,3383.42,3383.42,5.06,5.06,5.06,2525.0,[734]
Monday,8.0,2023.0,403,2076,1073,Silver,2,Credit Card,1934.57,1934.57,6.11,6.11,6.11,1537.0,[183]
Monday,8.0,2023.0,403,2093,1147,Silver,0,Cash,2267.82,2267.82,1.96,1.96,1.96,2525.0,[1484]
Monday,8.0,2023.0,404,2016,1147,Silver,2,Credit Card,516.83,516.83,29.76,29.76,29.76,2525.0,[1635]
Monday,8.0,2023.0,404,2035,1147,Silver,1,Mobile Payment,809.99,809.99,12.55,12.55,12.55,2525.0,[1118]
Monday,8.0,2023.0,404,2049,1147,Silver,1,Credit Card,845.86,845.86,5.08,5.08,5.08,2525.0,[585]
Monday,8.0,2023.0,404,2054,1147,Silver,3,Gift Card,2701.53,2701.53,17.42,17.42,17.42,2525.0,[210]
Monday,8.0,2023.0,404,2057,1073,Silver,2,Credit Card,349.58,349.58,8.24,8.24,8.24,1537.0,[1490]
Monday,9.0,2020.0,401,2094,1036,Platinum,0,Mobile Payment,2466.75,2466.75,8.51,8.51,8.51,7673.0,[192]
Monday,9.0,2020.0,401,2098,1036,Platinum,1,Gift Card,817.07,817.07,19.64,19.64,19.64,7673.0,[1397]
Monday,9.0,2020.0,402,2064,1036,Platinum,3,Gift Card,294.04,294.04,14.11,14.11,14.11,7673.0,[1986]
Monday,9.0,2020.0,403,2073,1036,Platinum,3,Credit Card,1997.72,1997.72,7.82,7.82,7.82,7673.0,[612]
Monday,9.0,2020.0,403,2090,1036,Platinum,1,Credit Card,0.0,0.0,23.6,23.6,23.6,7673.0,[1409]
Monday,9.0,2020.0,403,2093,1036,Platinum,3,Cash,0.0,0.0,12.87,12.87,12.87,7673.0,[1465]
Monday,9.0,2020.0,404,2050,1036,Platinum,0,Cash,747.12,747.12,13.51,13.51,13.51,7673.0,[1722]
Monday,9.0,2020.0,404,2072,1036,Platinum,0,Cash,1260.9,1260.9,26.34,26.34,26.34,7673.0,[191]
Monday,9.0,2020.0,404,2077,1036,Platinum,0,Mobile Payment,1123.66,1123.66,27.22,27.22,27.22,7673.0,[306]
Monday,9.0,2020.0,404,2079,1036,Platinum,0,Credit Card,950.54,950.54,29.39,29.39,29.39,7673.0,[803]
Monday,9.0,2020.0,404,2096,1036,Platinum,1,Credit Card,1814.89,1814.89,26.35,26.35,26.35,7673.0,[1552]
Monday,9.0,2022.0,401,2005,1079,Gold,2,Cash,1715.12,1715.12,5.88,5.88,5.88,6688.0,[1400]
Monday,9.0,2022.0,401,2013,1079,Gold,2,Cash,0.0,0.0,20.62,20.62,20.62,6688.0,[12]
Monday,9.0,2022.0,401,2019,1035,Gold,2,Cash,0.0,0.0,12.65,12.65,12.65,5157.0,[248]
Monday,9.0,2022.0,401,2070,1079,Gold,3,Credit Card,34.18,34.18,13.45,13.45,13.45,6688.0,[85]
Monday,9.0,2022.0,401,2071,1024,Gold,0,Cash,615.16,615.16,7.5,7.5,7.5,5779.0,[1840]
Monday,9.0,2022.0,401,2075,1035,Gold,1,Cash,1405.15,1405.15,14.21,14.21,14.21,5157.0,[1658]
Monday,9.0,2022.0,402,2004,1035,Gold,0,Mobile Payment,1854.5,1854.5,15.33,15.33,15.33,5157.0,[1534]
Monday,9.0,2022.0,402,2013,1035,Gold,1,Credit Card,1683.65,1683.65,19.47,19.47,19.47,5157.0,[396]
Monday,9.0,2022.0,402,2015,1035,Gold,3,Mobile Payment,3374.85,3374.85,12.32,12.32,12.32,5157.0,[1947]
Monday,9.0,2022.0,402,2020,1035,Gold,1,Mobile Payment,676.49,676.49,25.46,25.46,25.46,5157.0,[1323]
Monday,9.0,2022.0,402,2023,1079,Gold,2,Mobile Payment,3006.53,3006.53,17.18,17.18,17.18,6688.0,[246]
Monday,9.0,2022.0,402,2042,1035,Gold,0,Mobile Payment,335.22,335.22,10.97,10.97,10.97,5157.0,[1611]
Monday,9.0,2022.0,402,2042,1079,Gold,0,Mobile Payment,167.61,167.61,24.24,24.24,24.24,6688.0,[1415]
Monday,9.0,2022.0,402,2058,1024,Gold,0,Credit Card,2000.25,2000.25,18.12,18.12,18.12,5779.0,[1545]
Monday,9.0,2022.0,402,2060,1024,Gold,2,Mobile Payment,326.7,326.7,12.19,12.19,12.19,5779.0,[844]
Monday,9.0,2022.0,402,2068,1035,Gold,2,Mobile Payment,1968.58,1968.58,9.07,9.07,9.07,5157.0,[1019]
Monday,9.0,2022.0,402,2088,1079,Gold,3,Gift Card,709.35,709.35,4.44,4.44,4.44,6688.0,[1311]
Monday,9.0,2022.0,403,2004,1035,Gold,3,Cash,927.25,927.25,5.54,5.54,5.54,5157.0,[268]
Monday,9.0,2022.0,403,2006,1024,Gold,3,Mobile Payment,594.0,594.0,7.37,7.37,7.37,5779.0,[350]
Monday,9.0,2022.0,403,2054,1024,Gold,2,Credit Card,0.0,0.0,1.45,1.45,1.45,5779.0,[1751]
Monday,9.0,2022.0,403,2059,1024,Gold,2,Mobile Payment,0.0,0.0,13.12,13.12,13.12,5779.0,[1893]
Monday,9.0,2022.0,403,2064,1035,Gold,1,Mobile Payment,0.0,0.0,22.65,22.65,22.65,5157.0,[454]
Monday,9.0,2022.0,403,2077,1079,Gold,3,Cash,561.83,561.83,12.84,12.84,12.84,6688.0,[1308]
Monday,9.0,2022.0,403,2081,1035,Gold,1,Mobile Payment,1343.2,1343.2,28.17,28.17,28.17,5157.0,[549]
Monday,9.0,2022.0,403,2088,1079,Gold,1,Cash,2553.66,2553.66,18.8,18.8,18.8,6688.0,[1690]
Monday,9.0,2022.0,404,2004,1024,Gold,2,Credit Card,1483.6,1483.6,0.35,0.35,0.35,5779.0,[1253]
Monday,9.0,2022.0,404,2006,1024,Gold,3,Gift Card,0.0,0.0,10.25,10.25,10.25,5779.0,[773]
Monday,9.0,2022.0,404,2030,1035,Gold,0,Mobile Payment,339.94,339.94,12.72,12.72,12.72,5157.0,[323]
Monday,9.0,2022.0,404,2050,1079,Gold,3,Mobile Payment,186.78,186.78,7.28,7.28,7.28,6688.0,[326]
Monday,9.0,2022.0,404,2054,1035,Gold,3,Gift Card,0.0,0.0,14.24,14.24,14.24,5157.0,[1953]
Monday,9.0,2022.0,404,2083,1079,Gold,1,Credit Card,691.34,691.34,3.78,3.78,3.78,6688.0,[241]
Monday,9.0,2022.0,404,2092,1035,Gold,1,Credit Card,0.0,0.0,19.27,19.27,19.27,5157.0,[486]
Monday,9.0,2023.0,401,2017,1188,Silver,1,Gift Card,417.33,417.33,8.06,8.06,8.06,1533.0,[1077]
Monday,9.0,2023.0,402,2004,1188,Silver,2,Gift Card,2967.2,2967.2,18.09,18.09,18.09,1533.0,[840]
Monday,9.0,2023.0,402,2025,1188,Silver,1,Gift Card,251.66,251.66,9.22,9.22,9.22,1533.0,[1111]
Monday,9.0,2023.0,402,2039,1188,Silver,2,Mobile Payment,1562.3,1562.3,29.37,29.37,29.37,1533.0,[1879]
Monday,9.0,2023.0,402,2083,1188,Silver,2,Gift Card,1229.06,1229.06,20.06,20.06,20.06,1533.0,[599]
Monday,9.0,2023.0,403,2041,1188,Silver,0,Mobile Payment,1608.42,1608.42,18.03,18.03,18.03,1533.0,[68]
Monday,9.0,2023.0,403,2043,1188,Silver,1,Credit Card,1572.21,1572.21,1.6,1.6,1.6,1533.0,[412]
Monday,9.0,2023.0,403,2052,1188,Silver,3,Credit Card,2925.04,2925.04,6.27,6.27,6.27,1533.0,[1811]
Monday,9.0,2023.0,404,2086,1188,Silver,2,Gift Card,2861.12,2861.12,19.37,19.37,19.37,1533.0,[1548]
Monday,9.0,2023.0,404,2093,1188,Silver,2,Cash,1814.26,1814.26,26.83,26.83,26.83,1533.0,[1029]
Monday,10.0,2021.0,401,2009,1116,Gold,1,Credit Card,119.36,119.36,9.84,9.84,9.84,6360.0,[343]
Monday,10.0,2021.0,401,2078,1116,Gold,2,Credit Card,0.0,0.0,21.81,21.81,21.81,6360.0,[663]
Monday,10.0,2021.0,402,2012,1116,Gold,3,Cash,0.0,0.0,21.76,21.76,21.76,6360.0,[1979]
Monday,10.0,2021.0,403,2062,1116,Gold,0,Mobile Payment,1238.72,1238.72,9.62,9.62,9.62,6360.0,[615]
Monday,10.0,2021.0,403,2065,1116,Gold,0,Credit Card,470.34,470.34,21.08,21.08,21.08,6360.0,[671]
Monday,10.0,2021.0,403,2093,1116,Gold,3,Credit Card,755.94,755.94,3.58,3.58,3.58,6360.0,[868]
Monday,10.0,2021.0,403,2095,1116,Gold,0,Mobile Payment,981.58,981.58,18.28,18.28,18.28,6360.0,[1361]
Monday,10.0,2021.0,403,2095,1116,Gold,3,Cash,490.79,490.79,29.82,29.82,29.82,6360.0,[425]
Monday,10.0,2021.0,404,2051,1116,Gold,0,Gift Card,351.96,351.96,24.34,24.34,24.34,6360.0,[176]
Monday,10.0,2021.0,404,2065,1116,Gold,3,Mobile Payment,470.34,470.34,25.54,25.54,25.54,6360.0,[1458]
Monday,10.0,2023.0,401,2035,1042,Silver,1,Credit Card,809.99,809.99,17.99,17.99,17.99,1509.0,[1620]
Monday,10.0,2023.0,401,2050,1042,Silver,0,Gift Card,1120.68,1120.68,16.73,16.73,16.73,1509.0,[1156]
Monday,10.0,2023.0,401,2077,1042,Silver,Unknown ID,Cash,505.65,505.65,5.04,5.04,5.04,1509.0,[11]
Monday,10.0,2023.0,401,2088,1038,Silver,0,Mobile Payment,1418.7,1418.7,18.66,18.66,18.66,2561.0,[1940]
Monday,10.0,2023.0,402,2017,1038,Silver,2,Gift Card,741.92,741.92,6.74,6.74,6.74,2561.0,[853]
Monday,10.0,2023.0,402,2023,1038,Silver,2,Gift Card,0.0,0.0,6.67,6.67,6.67,2561.0,[1043]
Monday,10.0,2023.0,402,2027,1042,Silver,1,Credit Card,232.75,232.75,5.62,5.62,5.62,1509.0,[791]
Monday,10.0,2023.0,402,2047,1042,Silver,2,Cash,803.95,803.95,18.81,18.81,18.81,1509.0,[667]
Monday,10.0,2023.0,402,2052,1038,Silver,3,Credit Card,2193.78,2193.78,7.05,7.05,7.05,2561.0,[381]
Monday,10.0,2023.0,402,2066,1038,Silver,0,Cash,1032.12,1032.12,28.62,28.62,28.62,2561.0,[836]
Monday,10.0,2023.0,402,2078,1042,Silver,1,Gift Card,127.81,127.81,27.31,27.31,27.31,1509.0,[603]
Monday,10.0,2023.0,403,2004,1042,Silver,2,Gift Card,0.0,0.0,4.29,4.29,4.29,1509.0,[1471]
Monday,10.0,2023.0,403,2011,1038,Silver,1,Mobile Payment,1475.06,1475.06,19.05,19.05,19.05,2561.0,[1826]
Monday,10.0,2023.0,403,2039,1042,Silver,3,Gift Card,2929.32,2929.32,27.41,27.41,27.41,1509.0,[64]
Monday,10.0,2023.0,403,2072,1038,Silver,0,Gift Card,840.6,840.6,26.71,26.71,26.71,2561.0,[50]
Monday,10.0,2023.0,403,2088,1042,Silver,0,Credit Card,709.35,709.35,28.58,28.58,28.58,1509.0,[111]
Monday,10.0,2023.0,403,2089,1038,Silver,3,Mobile Payment,1240.56,1240.56,19.47,19.47,19.47,2561.0,[1521]
Monday,10.0,2023.0,403,2092,1042,Silver,3,Credit Card,1446.63,1446.63,9.18,9.18,9.18,1509.0,[1055]
Monday,10.0,2023.0,404,2001,1038,Silver,1,Cash,0.0,0.0,28.65,28.65,28.65,2561.0,[1187]
Monday,10.0,2023.0,404,2009,1042,Silver,2,Gift Card,53.05,53.05,11.86,11.86,11.86,1509.0,[914]
Monday,10.0,2023.0,404,2019,1042,Silver,3,Mobile Payment,933.93,933.93,2.57,2.57,2.57,1509.0,[1913]
Monday,10.0,2023.0,404,2023,1042,Silver,2,Gift Card,2254.9,2254.9,25.85,25.85,25.85,1509.0,[1242]
Monday,10.0,2023.0,404,2043,1038,Silver,1,Cash,786.1,786.1,28.61,28.61,28.61,2561.0,[1305]
Monday,10.0,2023.0,404,2059,1042,Silver,3,Mobile Payment,3072.3,3072.3,7.47,7.47,7.47,1509.0,[1486]
Monday,12.0,2021.0,401,2044,1167,Gold,1,Cash,560.47,560.47,11.34,11.34,11.34,6933.0,[1357]
Monday,12.0,2021.0,402,2000,1167,Gold,0,Gift Card,969.31,969.31,12.36,12.36,12.36,6933.0,[1090]
Monday,12.0,2021.0,402,2011,1167,Gold,2,Cash,327.79,327.79,20.62,20.62,20.62,6933.0,[846]
Monday,12.0,2021.0,402,2016,1167,Gold,1,Mobile Payment,290.72,290.72,20.47,20.47,20.47,6933.0,[609]
Monday,12.0,2021.0,402,2046,1167,Gold,0,Credit Card,133.72,133.72,0.61,0.61,0.61,6933.0,[420]
Monday,12.0,2021.0,403,2048,1167,Gold,0,Credit Card,1072.89,1072.89,13.37,13.37,13.37,6933.0,[1037]
Monday,12.0,2021.0,403,2049,1167,Gold,1,Cash,0.0,0.0,28.88,28.88,28.88,6933.0,[1160]
Monday,12.0,2021.0,403,2085,1167,Gold,3,Mobile Payment,242.15,242.15,26.26,26.26,26.26,6933.0,[1668]
Monday,12.0,2021.0,404,2002,1167,Gold,0,Mobile Payment,866.0,866.0,10.39,10.39,10.39,6933.0,[1542]
Monday,12.0,2021.0,404,2012,1167,Gold,3,Credit Card,0.0,0.0,26.4,26.4,26.4,6933.0,[149]
Monday,12.0,2021.0,404,2060,1167,Gold,1,Mobile Payment,735.08,735.08,12.27,12.27,12.27,6933.0,[401]
Monday,12.0,2021.0,404,2074,1167,Gold,3,Credit Card,2638.0,2638.0,10.92,10.92,10.92,6933.0,[1495]
Monday,12.0,2021.0,404,2085,1167,Gold,2,Cash,387.44,387.44,23.26,23.26,23.26,6933.0,[923]
Monday,12.0,2022.0,401,2023,1124,Gold,2,Mobile Payment,2254.9,2254.9,29.77,29.77,29.77,7199.0,[1480]
Monday,12.0,2022.0,401,2061,1124,Gold,1,Credit Card,0.0,0.0,10.36,10.36,10.36,7199.0,[1040]
Monday,12.0,2022.0,401,2070,1124,Gold,1,Gift Card,30.76,30.76,6.0,6.0,6.0,7199.0,[1017]
Monday,12.0,2022.0,401,2076,1124,Gold,1,Credit Card,2176.39,2176.39,15.26,15.26,15.26,7199.0,[1297]
Monday,12.0,2022.0,402,2003,1124,Gold,1,Credit Card,1386.65,1386.65,12.87,12.87,12.87,7199.0,[1994]
Monday,12.0,2022.0,402,2042,1124,Gold,2,Cash,0.0,0.0,27.09,27.09,27.09,7199.0,[856]
Monday,12.0,2022.0,402,2081,1124,Gold,1,Cash,2686.39,2686.39,11.63,11.63,11.63,7199.0,[586]
Monday,12.0,2022.0,403,2005,1124,Gold,1,Credit Card,1157.71,1157.71,2.58,2.58,2.58,7199.0,[979]
Monday,12.0,2022.0,404,2014,1124,Gold,3,Cash,0.0,0.0,4.97,4.97,4.97,7199.0,[906]
Monday,12.0,2022.0,404,2051,1124,Gold,3,Gift Card,351.96,351.96,11.52,11.52,11.52,7199.0,[1918]
Monday,12.0,2022.0,404,2071,1124,Gold,3,Cash,1845.48,1845.48,13.99,13.99,13.99,7199.0,[1783]
Monday,12.0,2023.0,401,2018,1068,Silver,0,Cash,2169.04,2169.04,17.9,17.9,17.9,1089.0,[63]
Monday,12.0,2023.0,401,2048,1068,Silver,0,Cash,715.26,715.26,6.18,6.18,6.18,1089.0,[469]
Monday,12.0,2023.0,401,2050,1068,Silver,2,Gift Card,0.0,0.0,17.57,17.57,17.57,1089.0,[498]
Monday,12.0,2023.0,402,2057,1068,Silver,1,Cash,1179.85,1179.85,8.85,8.85,8.85,1089.0,[349]
Monday,12.0,2023.0,402,2070,1068,Silver,2,Mobile Payment,109.38,109.38,9.21,9.21,9.21,1089.0,[82]
Monday,12.0,2023.0,403,2038,1068,Silver,3,Cash,0.0,0.0,14.63,14.63,14.63,1089.0,[532]
Monday,12.0,2023.0,404,2002,1068,Silver,0,Credit Card,0.0,0.0,11.79,11.79,11.79,1089.0,[1757]
Monday,12.0,2023.0,404,2072,1068,Silver,0,Cash,420.3,420.3,19.77,19.77,19.77,1089.0,[1882]
Monday,12.0,2023.0,404,2082,1068,Silver,3,Mobile Payment,0.0,0.0,8.38,8.38,8.38,1089.0,[1921]
Monday,12.0,2023.0,404,2093,1068,Silver,0,Gift Card,2267.82,2267.82,27.22,27.22,27.22,1089.0,[809]
Monday,12.0,2023.0,404,2099,1068,Silver,0,Credit Card,1938.96,1938.96,26.29,26.29,26.29,1089.0,[1191]
Saturday,2.0,2021.0,401,2060,1099,Gold,3,Credit Card,1633.52,1633.52,0.91,0.91,0.91,4231.0,[280]
Saturday,2.0,2021.0,401,2081,1099,Gold,0,Cash,1492.44,1492.44,15.47,15.47,15.47,4231.0,[1081]
Saturday,2.0,2021.0,401,2091,1099,Gold,0,Gift Card,905.79,905.79,8.64,8.64,8.64,4231.0,[1399]
Saturday,2.0,2021.0,402,2034,1099,Gold,0,Credit Card,408.51,408.51,20.87,20.87,20.87,4231.0,[728]
Saturday,2.0,2021.0,402,2047,1099,Gold,3,Mobile Payment,0.0,0.0,7.86,7.86,7.86,4231.0,[1581]
Saturday,2.0,2021.0,402,2092,1099,Gold,2,Mobile Payment,1157.3,1157.3,7.69,7.69,7.69,4231.0,[1966]
Saturday,2.0,2021.0,403,2008,1099,Gold,3,Mobile Payment,66.59,66.59,9.32,9.32,9.32,4231.0,[1536]
Saturday,2.0,2021.0,403,2058,1099,Gold,3,Credit Card,666.75,666.75,11.72,11.72,11.72,4231.0,[147]
Saturday,2.0,2021.0,403,2084,1099,Gold,2,Cash,0.0,0.0,15.52,15.52,15.52,4231.0,[1294]
Saturday,2.0,2021.0,404,2001,1099,Gold,2,Cash,0.0,0.0,21.2,21.2,21.2,4231.0,[1806]
Saturday,2.0,2021.0,404,2060,1099,Gold,0,Cash,0.0,0.0,13.76,13.76,13.76,4231.0,[1033]
Saturday,2.0,2021.0,404,2066,1099,Gold,3,Cash,0.0,0.0,15.76,15.76,15.76,4231.0,[787]
Saturday,2.0,2021.0,404,2071,1099,Gold,2,Gift Card,984.26,984.26,17.54,17.54,17.54,4231.0,[795]
Saturday,2.0,2021.0,404,2078,1099,Gold,1,Gift Card,383.43,383.43,18.33,18.33,18.33,4231.0,[1440]
Saturday,2.0,2023.0,401,2022,1093,Silver,1,Cash,604.06,604.06,2.41,2.41,2.41,1661.0,[1610]
Saturday,2.0,2023.0,401,2028,1093,Silver,0,Gift Card,1275.88,1275.88,6.68,6.68,6.68,1661.0,[1230]
Saturday,2.0,2023.0,401,2064,1093,Silver,1,Gift Card,793.91,793.91,21.57,21.57,21.57,1661.0,[1026]
Saturday,2.0,2023.0,401,2091,1093,Silver,3,Gift Card,2717.37,2717.37,25.84,25.84,25.84,1661.0,[874]
Saturday,2.0,2023.0,402,2006,1093,Silver,3,Mobile Payment,594.0,594.0,11.18,11.18,11.18,1661.0,[924]
Saturday,2.0,2023.0,402,2014,1093,Silver,1,Cash,221.67,221.67,3.41,3.41,3.41,1661.0,[545]
Saturday,2.0,2023.0,402,2049,1093,Silver,1,Mobile Payment,1691.71,1691.71,13.48,13.48,13.48,1661.0,[676]
Saturday,2.0,2023.0,402,2050,1093,Silver,2,Credit Card,448.27,448.27,6.99,6.99,6.99,1661.0,[1024]
Saturday,2.0,2023.0,402,2050,1093,Silver,2,Mobile Payment,298.85,298.85,6.71,6.71,6.71,1661.0,[1420]
Saturday,3.0,2023.0,401,2010,1105,Silver,0,Credit Card,155.68,155.68,13.69,13.69,13.69,2328.0,[1980]
